base_case_id,task,dataset,perturbation_family,strength_level,strength_edits,version,sample_idx,prompt,output,reference_answer,correct,performance_score
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,2,2,perturbed,0,"Read the passage and answer the question. Answer wiith the exct short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,2,2,perturbed,1,"Read the passage and answer the question. Answer wiith the exct short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,2,2,perturbed,2,"Read the passage and answer the question. Answer wiith the exct short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,3,4,perturbed,0,"Read the passage and answer the question. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,3,4,perturbed,1,"Read the passage and answer the question. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,3,4,perturbed,2,"Read the passage and answer the question. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,4,8,perturbed,0,"Reead the pasage and answer the quetsion. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,4,8,perturbed,1,"Reead the pasage and answer the quetsion. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_03,factual_qa,SQuAD V2,surface_noise,4,8,perturbed,2,"Reead the pasage and answer the quetsion. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: From which countries did the Norse originate?","Denmark, Iceland, and Norway.","Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway",,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,0,0,original,0,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,0,0,original,1,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,0,0,original,2,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,0,0,perturbed,0,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,0,0,perturbed,1,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,0,0,perturbed,2,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,1,1,perturbed,0,"Read the passage and answer the question. Answer wiith the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,1,1,perturbed,1,"Read the passage and answer the question. Answer wiith the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,1,1,perturbed,2,"Read the passage and answer the question. Answer wiith the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,2,2,perturbed,0,"Read the passage and answer the question. Answer wiith the exct short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,2,2,perturbed,1,"Read the passage and answer the question. Answer wiith the exct short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,2,2,perturbed,2,"Read the passage and answer the question. Answer wiith the exct short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,3,4,perturbed,0,"Read the passage and answer the question. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,3,4,perturbed,1,"Read the passage and answer the question. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,3,4,perturbed,2,"Read the passage and answer the question. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,4,8,perturbed,0,"Reead the pasage and answer the quetsion. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,4,8,perturbed,1,"Reead the pasage and answer the quetsion. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_04,factual_qa,SQuAD V2,surface_noise,4,8,perturbed,2,"Reead the pasage and answer the quetsion. Answer wiith the exct sohrt answer onky.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: Who was the Norse leader?",Rollo,Rollo | Rollo | Rollo | Rollo,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,0,0,original,0,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,0,0,original,1,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,0,0,original,2,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,0,0,perturbed,0,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,0,0,perturbed,1,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,0,0,perturbed,2,"Read the passage and answer the question. Answer with the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,1,1,perturbed,0,"Read the passage and answer the question. Answer wiith the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
rq2_dose_squad_05,factual_qa,SQuAD V2,surface_noise,1,1,perturbed,1,"Read the passage and answer the question. Answer wiith the exact short answer only.

Passage: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.

Question: What century did the Normans first gain their separate identity?",10th century,10th century | the first half of the 10th century | 10th | 10th,,1.0
